JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
Database Engineer,RecargaPay,"São Paulo, SP",há 30+ dias,2021-10-18,Ensure architecture will supports the requirements of stakeholders (Data Scientists and Business Intelligence teams) and the business in general.,Não informado
Head of Data Science,RecargaPay,"São Paulo, SP",há 30+ dias,2021-10-18,Analytical mind and business acumen. Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop).,Não informado
Senior Product Analyst (B2B),RecargaPay,"São Paulo, SP",há 16 dias,2021-10-18,"Work closely with other teams such as QA, CX, UX, BI and Marketing to improve business and user experience. Ensure the quality of the solutions implemented by…",Não informado
Engenheiro de Dados Big Data Python,Robert Half,"São Paulo, SP",há 30+ dias,2021-10-18,"Empresa multinacional especializada em Management Consulting, Business Intelligence, Big Data, Web Performance, e-Commerce, Omni Channel e soluções ERP-CRM.",Não informado
Software Developer (DevOps) - Pleno,IBM,"São Paulo, SP",há 30+ dias,2021-10-18,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environments—with complete software…",Não informado
Application Developer-Cloud Modernization,IBM,"São Paulo, SP",há 8 dias,2021-10-18,"Desenvolvedor Java com foco em Cloud, conhecimento de microserviços e tecnologias de containers (Kubernetes, Openshift, ServiceMesh.",Não informado
Analista de Suporte em Desenvolvimento de Aplicações - Junio...,IBM,"Hortolândia, SP",há 20 dias,2021-10-18,Clean data and develop proof-of-concept machine learning models to resolve business question. To think along with clients and sell.,Não informado
"Marketplace Analytics Operations Manager, Marketplace Centra...",Uber,"Osasco, SP",há 30+ dias,2021-10-18,Data-driven decision-making mentality and sound business judgment through strong analytical thinking and experimentation. Expertise with Python is a plus.,Não informado
Application Developer-Adobe Experience Manager,IBM,"Campinas, SP",há 30+ dias,2021-10-18,"Solid experience in site side, basic DAM experience and experience in AEM integration. Preferred Technical and Professional Expertise.",Não informado
Especialista em BI Funcional Sênior,STORMGROUP,"São Paulo, SP",há 30+ dias,2021-10-18,"ATRIBUIÇÕES Estamos em busca de Especialista em BI Funcional, responsável pela análise de requisitos funcionais e não-funcionais, para atuar em squad de…",Não informado
Lead Data Scientist,Boston Consulting Group,"São Paulo, SP",há 30+ dias,2021-10-18,"BCG GAMMA combines innovative skills in computer science, artificial intelligence, statistics, and machine learning with deep industry expertise.",Não informado
Analista Sistemas SAP BI Developer,Staut RH,"Sorocaba, SP",há 30+ dias,2021-10-18,"Desenvolvimento, implementação e rollout de aplicações corporativas de TI no ambiente SAP-BI; Desenvolvimento em soluções na tecnologia SAP BI e arquitetura BW…",Não informado
Consultant SAP - Multiples,IBM,"Hortolândia, SP",há 29 dias,2021-10-18,"You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business…",Não informado
RETAIL MARKETING & E-COMMERCE SALES CONSULTANT,Oracle,"São Paulo, SP",há 26 dias,2021-10-18,7 years business experience with relevant computer applications or database/tools. These business conversations would then be turned into new selling…,Não informado
Analista de Analytics Pleno (Engenharia de Dados & BI),Yoctoo,"São Paulo, SP",há 18 dias,2021-10-18,"Atuar nas fases de elaboração e entendimento dos projetos dos sistemas da empresa, afim de garantir que as informações que serão consumidas pelo BI - Business…",Não informado
"Alibaba Group Category Specialist/Senior Specialist, Tech Br...",Alibaba,"São Paulo, SP",há 30+ dias,2021-10-18,3、Define and implement business strategies in line with category management team. 2、Developing expert understanding of sellers’ business and utilize insight to…,Não informado
Analista de MIS/BI Sênior,IOUU,"Votorantim, SP",há 30+ dias,2021-10-18,"Fazemos parte de um ecossistema bancário completo, onde estamos ligados ao LetsBank, o banco digital das MPME’s, bem como o Voiter, banco de atacado expoente em…",Não informado
Application Architect-Cloud Applications,IBM,"São Paulo, SP",há 20 dias,2021-10-18,"You are a technical leader, serving as a liaison among business partners, technical resources, and project stakeholders.",Não informado
"AliExpress Category Specialist/Senior Specialist, Fashion Br...",Alibaba,"São Paulo, SP",há 30+ dias,2021-10-18,3、Define and implement business strategies in line with category management team. 2、Developing expert understanding of sellers’ business and utilize insight to…,Não informado
Competitive Pricing Architect (Business Process Outsourcing),Accenture,Brasil,há 12 dias,2021-10-18,"Understand Accenture assets, offerings and methodologies to match to client business needs effectively. Skill Track: S&PP (Sales & Pricing Performance).",Não informado
Consultant (Technical) - Japanese speaking,MicroStrategy Incorporated,"São Paulo, SP",há 30+ dias,2021-10-18,Partner work and business intelligence platform knowledge should be highlighted. Ensures a solid understanding of business objectives associated with projects…,Não informado
Senior Product Analyst (Monetization),RecargaPay,"São Paulo, SP",há 30+ dias,2021-10-18,"Work closely with other teams such as QA, CX, UX, BI and Marketing to improve business and user experience. Ensure the quality of the solutions implemented by…",Não informado
"LatAm Analytics & Operations Manager, Driver",Uber,"Osasco, SP",há 30+ dias,2021-10-18,"Encouraging information to stakeholders and regional decision makers to build a more balanced business. In this role, the person must have a deep understanding…",Não informado
Security Engineer,AlignTech,"São Paulo, SP",há 20 dias,2021-10-18,The Security Engineer will also complete projects and tasks on an as-needed basis and interact directly with technical and business units.,Não informado
Mercado Livre - Desenvolvedor (a) Back End - Pleno,Page Outsourcing Brasil,"Osasco, SP",há 9 dias,2021-10-18,"No Mercado Livre, trabalhamos para promover uma cultura inclusiva, que busca a equidade e valoriza as diferentes perspectivas.",Não informado
ANALISTA BI PLENO,infracommerce,"São Paulo, SP",há 27 dias,2021-10-18,"Fundamental ter boa comunicação para apresentar as ideias e resultados. Ter foco no desenvolvimento de relatórios em Power BI, participando de todo o processo…",Não informado
Senior Sales Enablement,Zenvia,"São Paulo, SP",há 30+ dias,2021-10-18,Perform Onboarding of the business areas; Creation / maintenance of support material for business teams; Emotional Intelligence – understand and empathize with…,Não informado
Application Developer-SAP ABAP,IBM,"São Paulo, SP",há 25 dias,2021-10-18,Senior Consultant with experience of at least 5-7 years of experience in implementing SAP ECC projects (not in support).,Não informado
Mercado Livre - Desenvolvedor Frontend PL,Page Outsourcing Brasil,"Osasco, SP",há 10 dias,2021-10-18,"Contar com vivências no desenvolvimento frontend em ambientes de alto desempenho e escalabilidade. Ter trabalhado com tecnologias web abertas, como JavaScript,…",Não informado
Package Consultant-SAP HANA SCM MM,IBM,"São Paulo, SP",há 14 dias,2021-10-18,"You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business…",Não informado
Analista BI Pleno/Sênior,GFT Technologies SE,Estado de São Paulo,há 27 dias,2021-10-18,Habilidade especializada para trabalhar de forma independente e gerenciar o próprio tempo; Capacidade de lidar com situações adversas e inovadoras em âmbito…,Não informado
Security Consultant SOC - Cloud,IBM,"Hortolândia, SP",há 19 dias,2021-10-18,"Support alignment of customer's business strategy, with initiatives of digital transformation and transfer of workload to the cloud;",Não informado
Application Architect-Java & Web Technologies,IBM,"Hortolândia, SP",há 29 dias,2021-10-18,"You are a technical leader, serving as a liaison among business partners, technical resources, and project stakeholders.",Não informado
Mercado Livre - Desenvolvedor Back-end SR,Page Outsourcing Brasil,"Osasco, SP",há 10 dias,2021-10-18,"Ter experiência com tecnologias como Java, Spring, Go, Groovy, Golang, NodeJS, APIs REST, Git, New Relic, entre outras.",Não informado
Analista de Sistemas Sr - SAP BI,Festo,"São Paulo, SP",há 30+ dias,2021-10-18,"- Experiência sólida com o módulo SAP/BI; Profissional com experiência em SAP BW 7.x (Modelagem, ETL, process chain, relatórios, etc);",Não informado
Analista de BI SAP SAC Planning - Sênior,NUMEN,"São Paulo, SP",há 30+ dias,2021-10-18,Buscam comprometimento e excelência em suas entregas; Experiência na entrega de projetos de planejamento corporativo.,Não informado
Security Architect - Senior,IBM,"São Paulo, SP",há 29 dias,2021-10-18,"Develop technical and commercial proposal, cost model, business case, SOW, timeline and orals defense. To think along with clients and sell.",Não informado
Gerente de Auditoria Corporativa de TI,Amanco Wavin,"São Paulo, SP",há 30+ dias,2021-10-18,"Gerenciar a função de Auditoria de TI com amplo foco em Segurança da informação, controles gerais de TI e SAP, ameaça cibernética, gerenciamento de identidade e…",R$ 200.000 - R$ 250.000 por ano
Analista de BI SAP SAC Planning - Sênior,NUMEN,"São Paulo, SP",há 30+ dias,2021-10-18,Buscam comprometimento e excelência em suas entregas; Experiência na entrega de projetos de planejamento corporativo.,Não informado
Security Architect - Senior,IBM,"São Paulo, SP",há 29 dias,2021-10-18,"Develop technical and commercial proposal, cost model, business case, SOW, timeline and orals defense. To think along with clients and sell.",Não informado
Gerente de Auditoria Corporativa de TI,Amanco Wavin,"São Paulo, SP",há 30+ dias,2021-10-18,"Gerenciar a função de Auditoria de TI com amplo foco em Segurança da informação, controles gerais de TI e SAP, ameaça cibernética, gerenciamento de identidade e…",R$ 200.000 - R$ 250.000 por ano
Mercado Livre - Desenvolvedor (a) Back End - Sênior,Page Outsourcing Brasil,"Osasco, SP",há 9 dias,2021-10-18,"Ter experiência com tecnologias como Java, Spring, Go, Groovy, Golang, NodeJS, APIs REST, Git, New Relic, entre outras.",Não informado
Mercado Livre - Desenvolvedor (a) Fullstack Pleno,Page Outsourcing Brasil,"Osasco, SP",há 9 dias,2021-10-18,"Ter formação superior completa em Engenharia da Computação, Ciências da Computação ou carreiras relacionadas com a tecnologia.",Não informado
Application Developer- Java - Cloud Microservices,IBM,"São Paulo, SP",há 17 dias,2021-10-18,**Todas as vagas são elegíveis para pessoas com deficiência ou reabilitadas.***. Required Technical and Professional Expertise. Junit or other Test tools;,Não informado
Application Developer - Cloud Integration (Tibco),IBM,"São Paulo, SP",há 26 dias,2021-10-18,"You are a technical leader, serving as a liaison among business partners, technical resources, and project stakeholders.",Não informado
